PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,TravelClass
606,0,3,Passenger_606,female,,3,3,TKT33991,171.83,,S,7,Master,First
607,0,1,Passenger_607,male,47.3,1,2,TKT11301,220.43,,C,4,Master,Business
608,0,3,Passenger_608,male,15.0,4,3,TKT38610,130.99,C123,S,8,Mrs,Business
609,0,3,Passenger_609,male,,3,1,TKT91463,137.1,,S,5,Master,First
610,1,1,Passenger_610,female,46.7,1,2,TKT44678,67.5,,C,4,Miss,Economy
611,0,3,Passenger_611,male,5.1,0,3,TKT34466,193.13,nan,S,4,Mrs,First
612,1,2,Passenger_612,male,34.5,0,2,TKT90440,189.19,B28,C,3,Master,Business
613,1,3,Passenger_613,female,22.9,3,2,TKT50875,149.15,D56,Q,6,Mrs,Economy
614,0,3,Passenger_614,female,28.9,3,2,TKT36081,57.1,E46,C,6,Mrs,First
615,1,3,Passenger_615,female,,2,0,TKT34354,28.77,,C,3,Mr,Economy
616,1,3,Passenger_616,male,23.2,1,3,TKT28300,20.74,,S,5,Mrs,Economy
617,0,3,Passenger_617,female,20.5,3,0,TKT74384,150.21,C123,Q,4,Mr,Business
618,0,2,Passenger_618,female,30.5,2,3,TKT70892,207.13,,C,6,Master,Economy
619,1,2,Passenger_619,male,,2,1,TKT45525,215.29,E46,Q,4,Mr,First
620,1,3,Passenger_620,female,14.8,3,1,TKT36532,118.59,B28,Q,5,Mr,Economy
621,0,3,Passenger_621,male,39.5,0,1,TKT16464,,,S,2,Mr,Economy
622,0,3,Passenger_622,male,13.9,1,3,TKT26562,236.99,,C,5,Miss,First
623,0,3,Passenger_623,female,39.3,1,2,TKT65514,72.42,,S,4,Mr,Business
624,0,2,Passenger_624,female,,0,2,TKT84219,102.5,nan,C,3,Mrs,Business
625,0,3,Passenger_625,female,5.8,3,0,TKT42634,233.21,C123,Q,4,Mr,First
626,0,1,Passenger_626,female,20.5,1,0,TKT10060,87.87,,C,2,Mrs,First
627,0,3,Passenger_627,female,46.7,3,1,TKT19269,228.9,,C,5,Mr,Business
628,1,1,Passenger_628,female,16.3,3,0,TKT73143,245.36,,Q,4,Miss,Economy
629,0,2,Passenger_629,male,23.5,2,3,TKT33065,167.14,C85,,6,Master,First
630,0,2,Passenger_630,male,36.5,0,3,TKT12895,205.14,,C,4,Mr,Economy
631,1,2,Passenger_631,female,41.0,3,0,TKT90859,188.64,C123,S,4,Mr,First
632,1,3,Passenger_632,male,,4,0,TKT22352,176.39,C85,C,5,Miss,Business
633,0,2,Passenger_633,female,,0,0,TKT59737,80.2,,Q,1,Mr,Economy
634,0,2,Passenger_634,male,49.9,1,0,TKT42016,18.99,,S,2,Mrs,Economy
635,0,1,Passenger_635,male,,2,1,TKT71304,89.05,,Q,4,Mr,First
636,0,2,Passenger_636,male,43.7,1,1,TKT21962,168.4,,Q,3,Mr,Economy
637,0,1,Passenger_637,female,31.2,1,0,TKT43302,30.12,,S,2,Master,First
638,0,1,Passenger_638,male,18.7,0,3,TKT95382,7.92,,Q,4,Master,Business
639,0,3,Passenger_639,female,18.4,1,1,TKT14011,39.22,,Q,3,Mr,Economy
640,0,3,Passenger_640,male,37.3,3,3,TKT29782,180.36,,Q,7,Miss,First
641,0,3,Passenger_641,male,35.9,1,2,TKT77691,243.33,E46,Q,4,Master,Economy
642,0,3,Passenger_642,male,49.6,2,3,TKT49725,245.85,C123,Q,6,Mr,First
643,0,2,Passenger_643,male,39.1,2,0,TKT19196,126.02,,Q,3,Master,First
644,0,3,Passenger_644,male,9.0,4,2,TKT53459,217.99,,Q,7,Mr,First
645,0,3,Passenger_645,female,44.7,2,1,TKT97245,185.52,,Q,4,Master,Business
646,1,3,Passenger_646,female,16.0,1,1,TKT88863,127.75,B28,Q,3,Master,Economy
647,0,1,Passenger_647,male,24.6,2,2,TKT42769,145.33,,C,5,Mrs,Business
648,1,2,Passenger_648,male,33.5,0,3,TKT34700,38.62,,C,4,Mr,First
649,1,2,Passenger_649,male,,2,1,TKT90356,234.73,,Q,4,Mr,First
650,0,2,Passenger_650,male,73.5,3,0,TKT86427,91.22,,C,4,Mr,Business
651,0,3,Passenger_651,female,38.5,0,2,TKT15269,114.31,C123,S,3,Mr,Business
652,0,3,Passenger_652,male,27.4,4,0,TKT53880,169.56,E46,C,5,Master,Economy
653,0,3,Passenger_653,female,37.5,3,2,TKT18320,86.81,,Q,6,Mrs,First
654,1,3,Passenger_654,male,42.4,1,1,TKT59589,67.29,,Q,3,Mrs,Business
655,0,3,Passenger_655,female,25.5,1,3,TKT86276,159.61,E46,C,5,Miss,First
656,0,3,Passenger_656,male,55.1,1,2,TKT45897,11.12,D56,Q,4,Mr,First
657,0,3,Passenger_657,male,33.2,3,2,TKT68565,181.58,,S,6,Miss,Economy
658,0,1,Passenger_658,female,37.0,3,0,TKT40930,130.94,C123,S,4,Master,Economy
659,1,1,Passenger_659,male,39.3,3,1,TKT67233,153.41,E46,Q,5,Miss,Economy
660,0,1,Passenger_660,male,35.9,0,0,TKT92821,,C123,S,1,Mr,Business
661,0,3,Passenger_661,male,41.7,0,1,TKT24380,134.13,,S,2,Mrs,First
662,1,3,Passenger_662,female,21.4,1,0,TKT86896,147.72,nan,C,2,Mrs,Business
663,0,2,Passenger_663,male,22.2,2,2,TKT80934,172.53,,S,5,Mr,Business
664,0,3,Passenger_664,male,,1,0,TKT65830,189.51,,C,2,Master,Economy
665,0,1,Passenger_665,female,36.2,4,3,TKT15529,183.23,E46,Q,8,Mr,First
666,0,3,Passenger_666,female,40.9,0,1,TKT92987,218.06,,C,2,Master,First
667,0,2,Passenger_667,female,36.4,3,1,TKT59178,51.41,,Q,5,Mrs,Economy
668,0,1,Passenger_668,male,53.4,0,2,TKT16937,103.28,E46,Q,3,Master,First
669,0,3,Passenger_669,male,29.9,3,1,TKT49886,237.21,,Q,5,Mr,Economy
670,0,2,Passenger_670,male,39.4,4,3,TKT59699,102.16,,Q,8,Mr,Business
671,0,2,Passenger_671,female,14.7,4,0,TKT86396,35.59,C85,Q,5,Mr,Business
672,1,2,Passenger_672,male,24.6,0,2,TKT35279,133.73,C123,C,3,Master,Economy
673,0,3,Passenger_673,male,39.7,3,3,TKT48106,31.83,D56,Q,7,Master,Business
674,0,3,Passenger_674,female,41.9,4,1,TKT89737,54.7,,S,6,Master,Business
675,0,2,Passenger_675,female,25.9,1,1,TKT50544,249.59,,S,3,Mrs,Economy
676,1,3,Passenger_676,female,29.0,1,3,TKT18997,137.63,,Q,5,Miss,Business
677,0,3,Passenger_677,female,8.7,3,0,TKT95711,74.59,,S,4,Miss,First
678,0,2,Passenger_678,female,,0,0,TKT50860,248.72,D56,C,1,Mr,Business
679,1,2,Passenger_679,male,42.5,4,2,TKT13225,241.81,,C,7,Mrs,Economy
680,1,1,Passenger_680,female,38.1,0,1,TKT69470,112.98,,Q,2,Master,First
681,1,1,Passenger_681,male,37.0,1,3,TKT73656,68.8,C85,Q,5,Mr,First
682,0,3,Passenger_682,male,30.7,4,0,TKT61880,210.41,nan,Q,5,Mrs,Business
683,0,1,Passenger_683,female,30.1,0,2,TKT71078,180.33,,S,3,Mr,First
684,1,3,Passenger_684,female,20.8,2,1,TKT98646,173.3,D56,S,4,Mrs,Economy
685,1,3,Passenger_685,female,39.8,3,1,TKT86290,223.81,,C,5,Mrs,First
686,0,1,Passenger_686,male,,3,2,TKT66633,173.91,E46,S,6,Miss,Business
687,0,3,Passenger_687,female,36.9,2,2,TKT36655,74.53,C85,C,5,Mr,Business
688,0,2,Passenger_688,female,22.6,1,0,TKT53601,175.0,E46,S,2,Master,First
689,1,3,Passenger_689,female,1.0,4,3,TKT13114,79.92,B28,C,8,Miss,Economy
690,0,3,Passenger_690,female,45.4,3,1,TKT36502,191.01,,Q,5,Miss,Economy
691,0,3,Passenger_691,female,23.3,2,3,TKT59768,156.84,nan,S,6,Master,Business
692,0,3,Passenger_692,male,,2,1,TKT58128,23.97,,C,4,Mrs,Business
693,0,1,Passenger_693,male,,1,1,TKT30028,130.64,C85,S,3,Master,Economy
694,0,3,Passenger_694,male,24.5,1,3,TKT65565,89.11,,Q,5,Mr,First
695,0,3,Passenger_695,female,,0,2,TKT93123,85.5,C85,C,3,Master,First
696,0,3,Passenger_696,female,38.6,3,0,TKT45333,152.55,C123,S,4,Mrs,First
697,0,3,Passenger_697,female,39.6,0,1,TKT13174,83.97,,S,2,Master,First
698,0,3,Passenger_698,male,10.9,2,2,TKT45398,195.34,C85,Q,5,Mrs,Economy
699,0,1,Passenger_699,female,47.0,4,1,TKT45929,22.34,E46,Q,6,Mrs,Business
700,0,1,Passenger_700,female,33.7,4,0,TKT14321,166.8,C123,C,5,Mr,Business
701,0,3,Passenger_701,female,24.8,1,1,TKT65421,203.25,,S,3,Master,First
702,0,2,Passenger_702,male,32.0,4,0,TKT82635,169.84,,S,5,Master,Economy
703,0,3,Passenger_703,female,5.1,4,0,TKT33760,126.82,B28,Q,5,Mr,Economy
704,0,3,Passenger_704,male,35.7,4,1,TKT21360,237.83,,Q,6,Mrs,First
705,0,2,Passenger_705,female,15.6,2,1,TKT20313,78.48,C85,C,4,Master,First
706,1,1,Passenger_706,male,11.1,4,0,TKT95998,9.7,E46,S,5,Mr,First
707,0,3,Passenger_707,male,8.7,4,2,TKT15801,110.84,B28,S,7,Mrs,Business
708,1,2,Passenger_708,male,45.6,4,3,TKT24130,13.09,nan,C,8,Mr,First
709,0,3,Passenger_709,female,21.2,0,0,TKT24271,238.71,,C,1,Master,Business
710,1,2,Passenger_710,female,51.5,2,1,TKT26075,56.43,C123,Q,4,Mr,Economy
711,1,3,Passenger_711,male,22.5,1,1,TKT28984,198.29,nan,Q,3,Miss,Economy
712,0,1,Passenger_712,male,6.1,0,2,TKT98095,194.77,,C,3,Mrs,Business
713,0,3,Passenger_713,female,14.4,3,3,TKT70942,58.34,,C,7,Miss,Business
714,0,3,Passenger_714,female,47.3,2,0,TKT22861,157.2,,S,3,Miss,Business
715,0,3,Passenger_715,male,27.8,2,0,TKT92203,16.78,E46,C,3,Mrs,Business
716,1,1,Passenger_716,female,22.3,3,3,TKT81376,123.48,,C,7,Mrs,First
717,1,3,Passenger_717,female,32.2,3,0,TKT71247,8.59,nan,S,4,Mr,Economy
718,1,3,Passenger_718,female,37.0,3,3,TKT79101,230.68,,C,7,Mrs,First
719,0,1,Passenger_719,female,,1,1,TKT30977,244.14,,Q,3,Miss,Business
720,1,1,Passenger_720,male,50.3,4,3,TKT60617,59.46,,Q,8,Miss,First
721,1,1,Passenger_721,female,25.0,2,0,TKT67473,55.99,E46,S,3,Master,First
722,0,3,Passenger_722,female,11.4,4,3,TKT96654,189.66,,C,8,Mrs,Economy
723,0,3,Passenger_723,male,24.2,4,2,TKT98177,67.08,C123,Q,7,Miss,First
724,1,3,Passenger_724,male,33.6,3,1,TKT82902,224.29,,Q,5,Master,Economy
725,0,1,Passenger_725,female,,1,1,TKT25630,145.61,,Q,3,Master,Business
726,1,2,Passenger_726,female,16.6,0,3,TKT30056,90.94,C85,,4,Mr,First
727,0,3,Passenger_727,female,34.8,1,0,TKT17382,209.01,nan,C,2,Miss,Business
728,1,3,Passenger_728,female,29.3,4,2,TKT65739,125.88,,C,7,Mr,Economy
729,0,3,Passenger_729,male,30.5,1,1,TKT91685,228.35,,C,3,Miss,Business
730,0,1,Passenger_730,male,19.4,3,1,TKT58639,232.36,D56,C,5,Mr,Business
731,0,3,Passenger_731,male,26.8,0,0,TKT69838,45.53,,Q,1,Mr,Economy
732,1,2,Passenger_732,female,17.1,3,0,TKT56041,5.57,C85,S,4,Mrs,Business
733,1,2,Passenger_733,female,42.5,0,2,TKT10992,246.06,B28,S,3,Mr,Business
734,0,3,Passenger_734,female,44.5,4,3,TKT82394,227.0,C85,Q,8,Mrs,Business
735,0,3,Passenger_735,female,,0,0,TKT77657,18.58,D56,Q,1,Master,First
736,1,3,Passenger_736,male,17.0,0,3,TKT37160,209.09,,S,4,Miss,Business
737,0,1,Passenger_737,male,9.0,0,2,TKT55156,117.16,,S,3,Master,Economy
738,1,1,Passenger_738,female,20.9,1,3,TKT61375,68.45,,Q,5,Miss,First
739,0,3,Passenger_739,male,28.8,1,1,TKT96442,220.29,,Q,3,Master,First
740,0,3,Passenger_740,female,9.7,4,3,TKT29572,53.18,,C,8,Miss,Economy
741,0,2,Passenger_741,female,17.1,0,2,TKT14136,237.09,,C,3,Mr,Business
742,0,1,Passenger_742,male,15.9,2,2,TKT71868,55.38,,S,5,Miss,First
743,1,1,Passenger_743,female,32.9,4,2,TKT92263,155.35,E46,Q,7,Miss,First
744,0,3,Passenger_744,female,31.0,0,3,TKT42167,59.66,C85,S,4,Master,First
745,0,1,Passenger_745,male,19.9,0,1,TKT25479,138.69,D56,C,2,Master,Business
746,1,2,Passenger_746,female,32.5,1,0,TKT41376,172.57,C85,C,2,Master,First
747,0,1,Passenger_747,female,22.3,4,1,TKT14823,51.61,B28,S,6,Mrs,Economy
748,0,2,Passenger_748,male,26.2,0,3,TKT80456,132.62,,C,4,Mrs,Business
749,1,1,Passenger_749,female,53.4,0,3,TKT29585,119.92,nan,Q,4,Miss,Economy
750,1,3,Passenger_750,male,,4,0,TKT27272,22.4,,S,5,Miss,Economy
751,0,1,Passenger_751,female,11.8,2,3,TKT36619,,C85,Q,6,Mr,First
752,1,3,Passenger_752,male,41.6,4,2,TKT85069,87.24,C85,Q,7,Mr,First
753,1,1,Passenger_753,male,41.4,4,2,TKT49895,145.77,C85,C,7,Miss,First
754,0,3,Passenger_754,male,13.9,2,2,TKT13720,131.12,,Q,5,Mrs,Economy
755,0,3,Passenger_755,female,41.5,4,2,TKT29267,130.75,,S,7,Miss,Business
756,1,3,Passenger_756,male,51.5,0,2,TKT25696,31.27,,Q,3,Mr,First
757,1,3,Passenger_757,male,14.3,4,3,TKT39968,108.75,,Q,8,Mrs,First
758,0,2,Passenger_758,male,17.2,2,0,TKT63364,115.83,,Q,3,Mrs,Economy
759,1,2,Passenger_759,male,44.2,3,0,TKT33345,184.74,C85,Q,4,Mr,Business
760,1,3,Passenger_760,male,33.8,4,2,TKT61567,210.8,C85,Q,7,Miss,Economy
761,0,3,Passenger_761,female,37.7,1,3,TKT71607,138.52,,C,5,Master,First
762,0,3,Passenger_762,female,34.8,0,1,TKT29385,26.26,,S,2,Miss,Economy
763,0,3,Passenger_763,female,35.5,0,1,TKT93658,63.03,nan,C,2,Miss,First
764,1,3,Passenger_764,female,11.4,1,3,TKT76900,45.41,,S,5,Mr,Business
765,0,3,Passenger_765,female,44.7,1,2,TKT78244,35.53,B28,S,4,Mrs,Economy
766,0,1,Passenger_766,female,46.4,4,0,TKT75425,94.65,,S,5,Mr,First
767,1,3,Passenger_767,female,26.8,1,3,TKT88518,61.2,C123,S,5,Miss,First
768,1,3,Passenger_768,male,29.4,3,1,TKT92844,58.48,,S,5,Master,First
769,0,1,Passenger_769,female,8.6,2,1,TKT42919,18.4,,Q,4,Master,First
770,1,3,Passenger_770,male,37.2,1,1,TKT67196,9.33,nan,C,3,Master,Economy
771,0,1,Passenger_771,male,38.0,1,2,TKT89401,30.18,B28,,4,Mr,First
772,1,3,Passenger_772,female,29.1,3,1,TKT10495,47.19,D56,Q,5,Mrs,Economy
773,0,1,Passenger_773,male,45.7,0,3,TKT54755,110.59,,S,4,Mr,First
774,0,3,Passenger_774,male,25.3,0,3,TKT77684,130.08,,C,4,Master,Economy
775,1,3,Passenger_775,male,37.9,4,1,TKT43324,39.45,,Q,6,Miss,Economy
776,0,2,Passenger_776,male,15.7,3,3,TKT88929,109.07,D56,Q,7,Mrs,First
777,0,3,Passenger_777,female,29.7,2,1,TKT11552,88.73,,C,4,Mr,First
778,1,3,Passenger_778,female,,2,1,TKT61272,49.94,,C,4,Mr,First
779,1,3,Passenger_779,female,33.2,3,0,TKT45853,6.68,E46,,4,Mrs,First
780,1,1,Passenger_780,female,24.8,2,2,TKT42924,119.42,,S,5,Mrs,Business
781,1,2,Passenger_781,female,28.2,0,2,TKT84462,172.98,B28,C,3,Miss,First
782,0,1,Passenger_782,female,41.6,2,0,TKT33889,60.44,,S,3,Mrs,First
783,0,3,Passenger_783,female,23.9,2,0,TKT64675,37.29,,Q,3,Miss,First
784,0,3,Passenger_784,female,7.5,3,2,TKT83591,222.33,,S,6,Master,Economy
785,0,3,Passenger_785,female,54.5,3,1,TKT80190,72.38,,S,5,Master,First
786,1,3,Passenger_786,female,49.3,2,1,TKT32634,59.79,C123,Q,4,Mr,Economy
787,0,3,Passenger_787,male,11.9,1,2,TKT42363,214.99,,S,4,Master,Economy
788,0,3,Passenger_788,female,39.7,3,1,TKT73752,205.19,E46,Q,5,Master,Economy
789,0,1,Passenger_789,male,23.0,4,0,TKT87004,114.84,,S,5,Miss,Economy
790,1,3,Passenger_790,male,33.7,4,1,TKT66398,124.86,,C,6,Mr,Business
791,0,1,Passenger_791,male,34.1,0,1,TKT50718,58.35,C123,S,2,Mrs,First
792,0,3,Passenger_792,male,26.7,2,3,TKT92916,24.18,nan,C,6,Mr,Economy
793,0,3,Passenger_793,female,19.0,1,3,TKT36870,145.49,,C,5,Master,First
794,0,3,Passenger_794,male,20.3,0,3,TKT47394,29.09,C85,C,4,Mrs,Economy
795,0,1,Passenger_795,female,17.2,2,1,TKT62057,115.07,,C,4,Mr,Business
796,1,2,Passenger_796,female,,3,2,TKT89795,235.42,C123,C,6,Mr,Economy
797,1,2,Passenger_797,male,29.1,4,0,TKT90409,238.44,D56,Q,5,Mr,First
798,0,2,Passenger_798,female,20.0,1,1,TKT23016,63.64,,Q,3,Mr,First
799,1,1,Passenger_799,male,39.5,4,2,TKT52137,157.91,B28,Q,7,Miss,Business
800,1,3,Passenger_800,male,50.8,3,1,TKT10153,121.15,C85,C,5,Mr,First
801,1,3,Passenger_801,female,21.9,2,0,TKT17853,219.54,,S,3,Master,First
802,0,2,Passenger_802,female,33.4,3,1,TKT22379,71.5,C85,Q,5,Master,Economy
803,0,2,Passenger_803,male,37.0,3,0,TKT25792,5.91,,S,4,Miss,First
804,0,2,Passenger_804,female,36.6,4,1,TKT48367,44.83,,S,6,Mrs,Economy
805,0,3,Passenger_805,female,,1,0,TKT28100,90.63,,C,2,Mrs,Business
806,1,3,Passenger_806,female,,3,1,TKT73456,82.35,,C,5,Master,First
807,1,3,Passenger_807,male,36.8,4,0,TKT21049,198.88,,C,5,Master,Economy
808,1,3,Passenger_808,male,12.7,1,3,TKT10786,171.74,B28,Q,5,Miss,First
809,0,3,Passenger_809,female,42.2,2,1,TKT79904,78.39,,C,4,Mrs,Economy
810,0,3,Passenger_810,female,42.4,2,1,TKT40699,117.15,,Q,4,Mrs,Business
811,1,1,Passenger_811,female,,0,2,TKT57691,28.41,,,3,Mr,Economy
812,1,3,Passenger_812,female,30.5,4,2,TKT47040,225.05,,Q,7,Mr,First
813,0,1,Passenger_813,female,39.6,1,0,TKT67986,234.18,B28,Q,2,Mr,Economy
814,1,3,Passenger_814,male,27.1,3,1,TKT48762,245.05,D56,C,5,Miss,First
815,1,2,Passenger_815,female,45.0,2,0,TKT33600,217.8,,Q,3,Master,Business
816,0,3,Passenger_816,male,63.1,1,3,TKT29810,47.62,,C,5,Miss,Economy
817,0,3,Passenger_817,female,19.0,4,2,TKT95703,16.32,,C,7,Mrs,First
818,0,3,Passenger_818,male,10.7,0,0,TKT97347,147.0,C85,Q,1,Master,First
819,0,3,Passenger_819,female,34.3,2,0,TKT67204,228.59,D56,C,3,Mr,First
820,0,2,Passenger_820,male,40.1,1,2,TKT30085,48.45,,S,4,Miss,Economy
821,1,1,Passenger_821,female,26.8,1,1,TKT56854,6.73,,C,3,Miss,Economy
822,0,2,Passenger_822,male,50.3,1,0,TKT84797,202.35,D56,C,2,Mr,Economy
823,0,1,Passenger_823,male,11.3,4,2,TKT94269,23.81,,Q,7,Miss,Business
824,0,3,Passenger_824,male,,4,1,TKT49779,106.36,,Q,6,Mr,First
825,0,2,Passenger_825,male,21.5,4,3,TKT66207,171.33,,C,8,Mrs,First
826,1,3,Passenger_826,male,54.1,3,2,TKT43980,63.02,D56,Q,6,Master,Business
827,0,3,Passenger_827,male,57.9,1,0,TKT66117,25.57,,S,2,Mrs,Business
828,0,3,Passenger_828,female,19.3,2,3,TKT24141,193.66,B28,S,6,Mrs,Economy
829,1,1,Passenger_829,male,22.3,4,1,TKT19344,159.39,E46,Q,6,Mr,Economy
830,0,3,Passenger_830,female,,4,1,TKT25896,247.18,,C,6,Miss,Economy
831,0,3,Passenger_831,female,24.6,1,2,TKT99353,89.36,,S,4,Mrs,Economy
832,0,3,Passenger_832,female,29.4,4,2,TKT39813,20.13,,,7,Mrs,Economy
833,0,3,Passenger_833,female,,3,2,TKT94431,184.92,nan,C,6,Mrs,Economy
834,0,3,Passenger_834,female,,3,1,TKT75679,132.82,,Q,5,Miss,Business
835,0,1,Passenger_835,male,29.8,4,3,TKT20681,57.23,,S,8,Miss,Business
836,0,3,Passenger_836,male,20.3,1,1,TKT82903,196.52,D56,C,3,Mr,Business
837,1,2,Passenger_837,male,23.1,1,0,TKT13228,54.92,D56,C,2,Mrs,First
838,0,1,Passenger_838,female,50.2,1,1,TKT14582,68.86,,S,3,Master,First
839,0,2,Passenger_839,male,,0,0,TKT88683,27.67,,Q,1,Miss,Economy
840,1,1,Passenger_840,male,41.4,4,3,TKT21397,102.86,nan,,8,Mr,Business
841,0,1,Passenger_841,male,26.1,1,2,TKT48799,107.64,,C,4,Mrs,First
842,1,1,Passenger_842,male,26.1,3,2,TKT47011,131.07,,S,6,Master,First
843,0,3,Passenger_843,male,41.1,2,1,TKT89183,178.7,E46,Q,4,Miss,Business
844,1,3,Passenger_844,female,,2,2,TKT54264,226.99,C85,C,5,Master,First
845,0,3,Passenger_845,male,38.0,1,3,TKT52317,38.74,,Q,5,Miss,First
846,0,2,Passenger_846,female,43.6,2,2,TKT57914,18.32,,S,5,Mr,Business
847,0,2,Passenger_847,female,25.4,2,1,TKT94633,,,S,4,Master,First
848,1,3,Passenger_848,female,21.4,0,3,TKT55254,40.19,,Q,4,Mrs,Business
849,0,2,Passenger_849,female,14.8,3,0,TKT50096,166.2,,S,4,Mrs,First
850,0,1,Passenger_850,female,18.4,3,1,TKT63785,183.23,nan,Q,5,Miss,Business
851,0,3,Passenger_851,male,71.3,0,0,TKT62344,197.69,E46,S,1,Mrs,First
852,1,1,Passenger_852,male,47.4,0,3,TKT92643,64.71,,Q,4,Master,First
853,0,3,Passenger_853,male,11.1,2,1,TKT78546,79.94,,Q,4,Mr,Business
854,1,3,Passenger_854,female,11.5,4,1,TKT81091,123.37,,C,6,Miss,First
855,0,1,Passenger_855,male,36.7,2,3,TKT75603,20.48,C85,C,6,Master,Business
856,0,1,Passenger_856,male,37.7,0,2,TKT38412,154.73,E46,Q,3,Miss,Business
